"EFSA_Food_Desc","FoodDB_Food_Name"
"Milk imitates","Milk and milk products"
"Rice drink","Rice"
"Soya drink","Soft drink"
"Soyabean-based meat imitates","Meat bouillon"
"Mango chutney","Mango"
"Salad dressing","Salad dressing"
"Salad dressing, low fat","Salad dressing"
"Aioli or garlic sauce","Garlic"
"Curry sauce","Curry powder"
"Herbs, vegetables and oil sauces","Herbs and Spices"
"Horseradish sauce","Horseradish"
"Pesto","Angelica"
"Tabasco sauce","Sauce"
"Tzatziki","Angelica"
"Hollandaise type sauce","Sauce"
"Mayonnaise sauce","Sauce"
"Mayonnaise, low fat","Other animal fat"
"Tartar sauce","Sauce"
"Mustard, sweet","Mustard"
"Soy sauce","Soy sauce"
"Savoury sauces","Angelica"
"Tomato ketchup and related sauces","Ketchup"
"Tomato-containing cooked sauces","Cherry tomato"
"Vegetables-based cooked sauce","Sauce"
"Bechamel sauce","Sauce"
"Cheese sauce","Sauce"
"Cream sauce","Sauce"
"White sauces","White bread"
"Vinegar, wine","Vinegar"
"Chocolate sauce","Sauce"
"Dessert sauces/toppings","Dessert wine"
"Fruit sauce","Sauce"
"Gravy instant granules","Angelica"
"Gravy thickener","Angelica"
"Stock cubes or granulate (bouillon base)","Meat bouillon"
"Stock cubes or granulate, chicken","Chicken"
"Stock cubes or granulate, meat","Meat bouillon"
"Stock cubes or granulate, vegetables","Green vegetables"
"Vegetable savoury extracts","Vegetable juice"
"Salt","Salt"
"Salt, flavoured","Salt"
"Salt, iodised","Salt"
"Salt, iodised and fluoridated","Salt"
"Sea salt","Salt"
"Curry powder","Curry powder"
"Mixed herbs and spices","Herbs and Spices"
"Seasoning mixes","Angelica"
"Potato flakes","Potato"
"Potato baked","Baked potato"
"Potato boiled","Potato"
"Potatoes","Angelica"
"Maples (trunk sap)","Angelica"
"Basic sweet masses","Sweet potato"
"Brittle mass","Angelica"
"Caramel, soft","Soft drink"
"Candies (soft and hard)","Hard wheat"
"Dragée, sugar coated","Dragée"
"Hard candies","Hard wheat"
"Chewing gum","Chewing gum"
"Foamed sugar products (marshmallows)","Sugar"
"Jelly candies","Angelica"
"Liquorice candies","Liquorice"
"Bitter chocolate","Chocolate"
"Chocolate and similar","Chocolate"
"Couverture chocolate","Chocolate"
"Milk chocolate","Chocolate"
"White chocolate","Chocolate"
"Chocolate coated confectionery","Chocolate"
"Chocolate spread","Chocolate spread"
"Chocolate/cocoa-based products","Cocoa and cocoa products"
"Filled chocolate","Chocolate"
"Pralines","Angelica"
"Marzipan","Marzipan"
"Sugar cotton","Sugar"
"Toffee","Toffee"
"Honey","Honey"
"Fructose","Angelica"
"Glucose","Angelica"
"Lactose","Angelica"
"Brown cane sugar","Sugar"
"Sucrose (common sugar)","Sugar"
"Sugar, icing - powder","Icing"
"Sugars (mono- and di-saccharides)","Fats and oils"
"Sugar beet syrup","Syrup"
"Syrups","Angelica"
"Syrups (molasses and other syrups)","Molasses"
"Table-top sweeteners formulations","Angelica"
"Table-top sweeteners in liquid form","Angelica"
"Gelatine dessert","Dessert wine"
"Granita","Angelica"
"Sorbet","Angelica"
"Garlic","Garlic"
"Onions","Angelica"
"Broccoli","Broccoli"
"Cauliflowers","Angelica"
"Courgettes","Angelica"
"Cucumbers","Angelica"
"Melons","Angelica"
"Pumpkins","Angelica"
"Watermelons","Angelica"
"Chili peppers","Chili"
"Sweet peppers","Sweet potato"
"Tomatoes","Angelica"
"Sweet corn","Corn"
"Ceps","Angelica"
"Morels","Angelica"
"Aromatic herbs","Herbs and Spices"
"Basil","Sweet basil"
"Peppermint","Peppermint"
"Dill leaves","Dill"
"Chives","Chives"
"Ramson","Angelica"
"Parsley","Parsley"
"Rosemary","Rosemary"
"Brussels sprouts","Brussel sprouts"
"Red cabbages","Red rice"
"Savoy cabbages","Savoy cabbage"
"White cabbage","White cabbage"
"Chinese cabbages","Chinese mustard"
"Turnip tops","Turnip"
"Kales and similar-","Fats and oils"
"Leafy vegetables","Green vegetables"
"Escaroles and similar-","Fats and oils"
"Radicchio","Angelica"
"Lamb's lettuces","Sheep (Mutton, Lamb)"
"Crisp lettuces","Crisp bread"
"Roman rocket","Rocket salad"
"Chards","Angelica"
"Spinaches","Angelica"
"Witloofs","Angelica"
"French beans (with pods)","French plantain"
"Lentil (young pods)","Green lentil"
"Garden peas (with pods)","Garden tomato"
"Canned mushrooms","Mushrooms"
"Canned/jarred vegetables","Green vegetables"
"French beans canned","French plantain"
"Sweet corn canned","Corn"
"Dried mushrooms","Mushrooms"
"Dried vegetables","Dried milk"
"Sauerkraut","Angelica"
"Pickled / marinated vegetables","Green vegetables"
"Preserved tomato, whole or pieces","Whole wheat bread"
"Tomato puree","Cherry tomato"
"Sun-dried tomatoes","Dried milk"
"Beetroots","Angelica"
"Carrots","Angelica"
"Celeriacs","Angelica"
"Parsley roots","Parsley"
"Parsnip roots","Parsnip"
"Radishes","Angelica"
"Small radishes","Small-leaf linden"
"Swedes","Angelica"
"Cresses","Angelica"
"Mung bean sprouts","Mung bean"
"Asparagus","Asparagus"
"Celeries","Angelica"
"Florence fennels","Angelica"
"Kohlrabies","Angelica"
"Leeks","Angelica"
"Powdered drink bases","Soft drink"
"Carbonated natural mineral water","Water"
"Natural mineral water","Water"
"Still natural mineral water","Water"
"Drinking water","Water"
"Ice from tap water","Water"
"Tap water","Water"
"Energy drinks","Energy drink"
"Isotonic and sport drinks","Fats and oils"
"Cola beverages, caffeinic","Beverages"
"Diet soft drink with caffeine","Soft drink"
"Cola beverages, decaffeinated","Beverages"
"Cola mix, flavoured cola","Trail mix"
"Diet soft drinks with flavours","Soft drink"
"Soft drink with bitter principle","Soft drink"
"Soft drink, apple flavour","Soft drink"
"Soft drink, banana flavour","Banana"
"Soft drink, cherry flavour","Soft drink"
"Soft drink, flavoured with herbs","Soft drink"
"Soft drink, flavoured, no fruit","Soft drink"
"Soft drink, lemon flavour","Soft drink"
"Soft drink, mixed flavours","Soft drink"
"Soft drink, orange flavour","Soft drink"
"Soft drink, raspberry flavour","Red raspberry"
"Fruit soft drink, mixed fruit","Soft drink"
"Fruit soft drink, orange","Soft drink"
"Soft drink, with fruit juice (fruit content below the minimum for nectars)","Fruit juice"
"Beer-like beverages","Beer"
"Liqueurs","Angelica"
"Vermouth","Vermouth"
"Wine, red","Red wine"
"Wine, white","White wine"
"Animal and vegetable fats/oils","Fats and oils"
"Pork lard","Lard"
"Olive oils","Olive"
"Maize oil, edible","Fish oil"
"Peanut oil, edible","Peanut oil"
"Rape seed oil, edible","Rape"
"Safflower seed oil, edible","Safflower"
"Sesame seed oil, edible","Sesame oil"
"Soya bean oil, refined","Bean"
"Sunflower seed oil, edible","Sunflower oil"
"Vegetable fats and oils, edible","Fats and oils"
"Butter","Butter"
"Blended margarine","Margarine"
"Margarines and similar","Fats and oils"
"Cocoa beverages","Beverages"
"Tea infusion with added flavouring ingredients","Tea"
"Cocoa powder","Cocoa powder"
"Malt coffee ingredient","Coffee"
"Cocoa beverage-preparation, powder","Cocoa powder"
"Tea extract (powder)","Tea"
"Egg based dishes","Egg roll"
"Fish and seafood based dishes","Fish oil"
"Fish and vegetables meal","Fish oil"
"Beans and meat meal","Baked beans"
"Meat balls","Meat bouillon"
"Meat based dishes","Meat bouillon"
"Meat burger (no sandwich)","Fish burger"
"Meat stew","Stew"
"Fries (finger chips)","Angelica"
"Pan-fried potato","Potato"
"Potato based dishes","Potato"
"Potato croquettes","Potato"
"Roesti","Angelica"
"Creamed vegetable mix","Vegetable juice"
"Mixed vegetables","Green vegetables"
"Vegetable based dishes","Vegetable juice"
"Pasta, filled with meat mix, cooked","Pasta"
"Lasagna","Lasagna"
"Pasta, cooked, with cheese/cream","Pasta"
"Rice and meat meal","Rice"
"Pizza and pizza-like dishes","Pizza"
"Pizza and similar with cheese, and vegetables","Pizza"
"Pizza and similar with cheese, meat, and vegetables","Pizza"
"Pizza and similar with fish/seafood topping","Topping"
"Pizza and similar with processed meat topping","Topping"
"Sandwich with processed meat topping/filling","Topping"
"Sandwiches, pizza and other stuffed bread-like cereal products","Cereals and cereal products"
"Potato crisps or sticks","Potato"
"Corn curls","Corn"
"Prepared meat salad","Salad"
"Salads","Angelica"
"Legume (beans) soup","Soup"
"Meat soup","Soup"
"Mixed vegetables soup","Soup"
"Mixed vegetables soup, clear","Soup"
"Mushroom soup","Common mushroom"
"Soups (ready-to-eat)","Angelica"
"Tomato soup","Soup"
"Hen egg white","White bread"
"Hen egg yolk","Egg yolk"
"Hen eggs","Eggs"
"Shrimps and prawns","Fats and oils"
"Shrimps, common","Common wheat"
"Salmons","Angelica"
"Trouts","Angelica"
"Pangas catfishes","Angelica"
"Perch","Pacific ocean perch"
"Pike-perch","Northern pike"
"Cod","Atlantic cod"
"Haddock","Haddock"
"Pollack","Angelica"
"Plaice","Pleuronectidae (Dab, Halibut, Plaice)"
"Sole","Lemon sole"
"Gilthead seabream","Angelica"
"Sea catfishes","Sea trout"
"Tuna","Albacore tuna"
"Smoked fish","Fish oil"
"Smoked salmon","Atlantic salmon"
"Fish fingers, breaded","Fish oil"
"Follow-on formula, milk-based, liquid","Milk and milk products"
"Follow-on formula, milk-based, powder","Milk and milk products"
"Infant formula, milk-based, powder","Milk and milk products"
"Infant formula, soya-based, powder","Cocoa powder"
"Fruit and vegetable juices and nectars specific for infants and young children","Vegetable juice"
"Herbal infusions (beverages) specific for infants and young children, liquid","Beverages"
"Biscuits, rusks and cookies for children","Fats and oils"
"Cereals with an added high protein food which have to be reconstituted with water or other protein-free liquid","Other snack food"
"Pasta for children (dry, to be cooked)","Pasta"
"Processed cereal-based food for infants and young children","Baby food"
"Simple cereals which have to be reconstituted with milk or other appropriate nutritious liquids","Other fermented milk"
"Ready-to-eat cereal-based meal for children","Breakfast cereal"
"Ready-to-eat dairy-based meal for children","Angelica"
"Ready-to-eat fruit-based meal for children","Fruit juice"
"Ready-to-eat meal for infants and young children","Fats and oils"
"Ready-to-eat vegetable-based meal for children","Vegetable juice"
"Blackberries","Angelica"
"Raspberries (red and yellow)","Red rice"
"Currants (black, red and white)","Black tea"
"Gooseberries and similar-","Fats and oils"
"Table grapes","Angelica"
"Strawberries","Angelica"
"Mandarins","Angelica"
"Oranges","Angelica"
"Kaki","Angelica"
"Avocados","Angelica"
"Bananas and similar-","Fats and oils"
"Mangoes","Angelica"
"Pineapples","Angelica"
"Kiwi fruits (green, red, yellow)","Kiwi"
"Apples","Angelica"
"Pears","Angelica"
"Apricots","Angelica"
"Cherries (sweet)","Sweet potato"
"Cherries and similar-","Fats and oils"
"Peaches and similar-","Fats and oils"
"Plums","Angelica"
"Dried apples","Dried milk"
"Dried apricots","Dried milk"
"Dried bananas","Dried milk"
"Dried dates","Dried milk"
"Dried figs","Dried milk"
"Dried fruit","Dried milk"
"Dried prunes","Dried milk"
"Dried vine fruits (raisins etc.)","Fruits"
"Mixed dried fruits","Fruits"
"Jam of fruit / vegetables","Green vegetables"
"Jam, apricots","Angelica"
"Jam, blackberries","Angelica"
"Jam, mixed fruit","Fruit juice"
"Jam, plums","Angelica"
"Jam, raspberries","Angelica"
"Jam, strawberries","Angelica"
"Other fruit spreads","Other bread"
"Canned or jarred apricot","Apricot"
"Canned or jarred fruit","Fruit juice"
"Canned or jarred mandarin","Mandarin orange (Clementine, Tangerine)"
"Canned or jarred peach","Peach"
"Canned or jarred pineapple","Pineapple"
"Canned or jarred plum","Black plum"
"Canned or jarred sour cherry","Sour cherry"
"Fruit or fruit-vegetable puree","Fruit juice"
"Coconut milk (cocos nucifera) liquid","Coconut milk"
"Fruit / vegetable juices and nectars","Vegetable juice"
"Juice, apple","Apple"
"Juice, grape","White grape juice"
"Juice, lemon","Lemon"
"Juice, orange","Sweet orange"
"Juice, pear","Pear"
"Juice, pineapple","Pineapple"
"Juice, apple-grape","White grape juice"
"Juice, mixed fruit","Fruit juice"
"Mixed fruit juice","Fruit juice"
"Fruit nectars (min. 25-50% fruit as defined in EU legislation)","Fruit juice"
"Mixed fruit nectars","Fruit juice"
"Juice, apple-carrot","Carrot"
"Mixed fruit and vegetable juices","Vegetable juice"
"Fruit smoothies","Fruit juice"
"Multivitamin juices","Angelica"
"Juice, carrot","Carrot"
"Additional bread products","Wheat bread"
"Breadcrumbs","Angelica"
"Crackers and breadsticks","Fats and oils"
"Crisp bread, rye, refined flour","Crisp bread"
"Wheat crisp bread","Crisp bread"
"Leavened bread and similar","Wheat bread"
"Mixed wheat and rye bread and rolls","Rye bread"
"Rye-wheat bread and rolls, wholemeal","Rye bread"
"Multigrain (not only rye-wheat) bread and rolls","Multigrain bread"
"Pretzels","Angelica"
"Pumpernickel","Angelica"
"Rye bread and rolls, wholemeal","Rye bread"
"Rye only bread and rolls","Rye bread"
"Sandwich bread (hamburger roll-type)","Hamburger"
"Wheat bread and rolls","Wheat bread"
"Wheat bread and rolls, brown or wholemeal","Wheat bread"
"Wheat bread and rolls, white (refined flour)","White bread"
"Wheat bread and rolls, white with potato","Potato bread"
"Wheat bread and rolls, white with soya","White bread"
"Rusk, refined flour","Flour"
"Rusk, wholemeal","Angelica"
"Unleavened or flat bread and similar","Wheat bread"
"Millet rolled grains","Millet"
"Oat rolled grains","Oat"
"Spelt rolled grains","Spelt"
"Wheat rolled grains","Wheat"
"Cereal bars","Breakfast cereal"
"Mixed breakfast cereals","Breakfast cereal"
"Muesli and similar mixed breakfast cereals","Breakfast cereal"
"Cereal flakes and similar","Cereals and cereal products"
"Processed maize-based flakes","Processed cheese"
"Processed mixed cereal-based flakes","Processed cheese"
"Popcorn (maize, popped)","Popcorn"
"Popped cereals","Cereals and cereal products"
"Rice, popped","Rice"
"Buckwheat flour","Common buckwheat"
"Cereal and cereal-like flours","Breakfast cereal"
"Flour mix (like wheat/rye/barley/oats and other)","Barley"
"Rice flour","Rice"
"Spelt flour","Spelt"
"Spelt flour, wholemeal","Spelt"
"Wheat flour white","Flour"
"Wheat flour, brown","Flour"
"Wheat flour, durum","Flour"
"Wheat wholemeal flour","Flour"
"Oat bran","Oat"
"Wheat germ","Wheat"
"Cereal grains (and cereal-like grains)","Breakfast cereal"
"Common millet and similar-","Millet"
"Rice and similar-","Rice"
"Rice grain","Rice"
"Rice grain, parboiled","Rice"
"Common wheat grain","Common wheat"
"Spelt grain","Spelt"
"Bulgur","Bulgur"
"Semolina","Semolina"
"Biscuit with inclusions, filling or coating","Biscuit"
"Biscuits","Angelica"
"Biscuits, chocolate","Chocolate"
"Biscuits, oat meal","Oat"
"Biscuits, spelt meal","Spelt"
"Biscuits, sweet, plain","Plain cream cheese"
"Biscuits, sweet, wheat wholemeal","Wheat"
"Butter biscuits","Butter"
"Speculaas","Angelica"
"Cakes","Angelica"
"Cake marbled, with chocolate","Cake"
"Chocolate cake","Cake"
"Cheese cake","Cake"
"Cheese cream sponge cake","Cake"
"Cream cheese cake","Cake"
"Cream cake","Cake"
"Cream custard sponge cake","Sweet custard"
"Fruit cake","Cake"
"Muffins","Angelica"
"Baumkuchen and similar","Fats and oils"
"Sponge cake","Cake"
"Sponge cake roll","Egg roll"
"Beignets","Angelica"
"Apple strudel","Apple"
"Croissant from puff pastry","Pastry"
"Pastry based on laminated dough","Dough"
"Fruit pie-tarts","Pie"
"Shortcrust (pies -tarts)","Angelica"
"Meringue","Meringue"
"Pancakes","Angelica"
"Lebkuchen","Angelica"
"Waffles","Angelica"
"Brioche type products","Cereals and cereal products"
"Buns","Angelica"
"Croissant","Angelica"
"Fresh stuffed durum pasta","Pasta"
"Fresh stuffed egg pasta","Pasta"
"Glass noodle","Angelica"
"Gnocchi","Angelica"
"Dried egg pasta","Pasta"
"Dried pasta","Pasta"
"Fresh egg pasta","Pasta"
"Fresh pasta","Pasta"
"Pasta wholemeal","Pasta"
"Cake pre-mixes/batter","Cake"
"Quark oil dough","Dough"
"Cake pre-mixes (dry)","Cake"
"Borlotti or other common beans (without pods)","Common wheat"
"Borlotti or other common beans (dry)","Common wheat"
"Lentils (dry)","Lentils"
"Pulses (dried legume seeds)","Pulses"
"Linseeds","Angelica"
"Peanuts","Angelica"
"Poppy seeds","Poppy"
"Sesame seeds","Sesame"
"Sunflower seeds","Sunflower"
"Almonds sweet","Sweet potato"
"Cashew nuts","Nuts"
"Coconuts","Angelica"
"Hazelnuts","Angelica"
"Stone pine nut kernels","Pine nut"
"Walnuts","Angelica"
"Canned or jarred chickpea","Chickpea"
"Canned or jarred legumes","Unclassified food or beverage"
"Canned or jarred peas","Unclassified food or beverage"
"Dried nuts/seeds and related flours and powders","Nuts"
"Peanut butter","Peanut"
"Cinnamon bark","Cinnamon"
"Capers buds","Capers"
"Basil, dry","Sweet basil"
"Dried herbs","Herbs and Spices"
"Rosemary, dry","Rosemary"
"Thyme, dry","Common thyme"
"Caraway fruit","Caraway"
"Paprika powder","Cocoa powder"
"Peppercorn (black, green and white)","Green vegetables"
"Nutmeg seed","Nutmeg"
"Raising agents","Angelica"
"Stabiliser","Angelica"
"Lemon essence","Lemon"
"Gelatine","Angelica"
"Baking yeast","Angelica"
"Maize starch","Angelica"
"Potato starch","Potato"
"Chicken fresh meat","Chicken"
"Turkey fresh meat","Turkey"
"Bovine and pig, minced meat","Domestic pig"
"Bovine, minced meat","Meat bouillon"
"Calf fresh meat","Meat bouillon"
"Cow, ox or bull fresh meat","Milk (Cow)"
"Deer fresh meat","Deer"
"Mammals meat","Milk (Other mammals)"
"Pig fresh meat","Domestic pig"
"Pig minced meat","Domestic pig"
"Lamb fresh meat","Sheep (Mutton, Lamb)"
"Wild boar fresh meat","Wild boar"
"Marinated meat","Meat bouillon"
"Liver cheese","Cheese"
"Cured pork fat","Other animal fat"
"Processed whole meat products","Whole wheat bread"
"Corned beef, uncooked","Cattle (Beef, Veal)"
"Ham, beef","Cattle (Beef, Veal)"
"Raw cured (or seasoned) meat","Meat bouillon"
"Fresh raw sausages","Angelica"
"Cooked sausages (generic)","Angelica"
"Cured ripened raw sausages","Angelica"
"Snack sausages (like Cabanos and landjäger)","Other snack food"
"Salami-type sausage","Sausage"
"Mettwurst-type sausage","Sausage"
"Teewurst-type sausage","Sausage"
"Beerwurst","Angelica"
